Date,Close
7/1/2006,19.799999
8/1/2006,21.190001
9/1/2006,22
10/1/2006,22.870001
11/1/2006,23.52
12/1/2006,23.26
1/1/2007,23.73
2/1/2007,23.09
3/1/2007,23.32
4/1/2007,24.42
5/1/2007,25.65
6/1/2007,25.6
7/1/2007,25.549999
8/1/2007,26.040001
9/1/2007,26.969999
10/1/2007,28.4
11/1/2007,26.26
12/1/2007,26.66
1/1/2008,23.25
2/1/2008,22.15
3/1/2008,22.4
4/1/2008,23.799999
5/1/2008,25.35
6/1/2008,22.91
7/1/2008,22.35
8/1/2008,22.75
9/1/2008,19.85
10/1/2008,16.65
11/1/2008,15.25
12/1/2008,15.41
1/1/2009,14.68
2/1/2009,14.12
3/1/2009,15.62
4/1/2009,17.25
5/1/2009,17.65
6/1/2009,18.209999
7/1/2009,19.700001
8/1/2009,20.02
9/1/2009,20.870001
10/1/2009,20.610001
11/1/2009,21.75
12/1/2009,22.93
1/1/2010,20.959999
2/1/2010,21.690001
3/1/2010,23.1
4/1/2010,23.389999
5/1/2010,21.639999
6/1/2010,20.4
7/1/2010,21.92
8/1/2010,20.690001
9/1/2010,23.02
10/1/2010,24.35
11/1/2010,23.950001
12/1/2010,25.190001
1/1/2011,25.99
2/1/2011,26.559999
3/1/2011,26.059999
4/1/2011,26.74
5/1/2011,26.459999
6/1/2011,25.700001
7/1/2011,25.809999
8/1/2011,24.440001
9/1/2011,23.6
10/1/2011,26.01
11/1/2011,25.620001
12/1/2011,25.450001
1/1/2012,27.030001
2/1/2012,28.950001
3/1/2012,30.16
4/1/2012,29.82
5/1/2012,27.93
6/1/2012,28.73
7/1/2012,29.26
8/1/2012,30.49
9/1/2012,30.83
10/1/2012,28.870001
11/1/2012,29.129999
12/1/2012,28.85
1/1/2013,29.4
2/1/2013,29.629999
3/1/2013,30.27
4/1/2013,30.799999
5/1/2013,31.66
6/1/2013,30.59
7/1/2013,31.73
8/1/2013,31.4
9/1/2013,32.040001
10/1/2013,33.650002
11/1/2013,34.689999
12/1/2013,35.740002
1/1/2014,34.82
2/1/2014,36.349998
3/1/2014,36.349998
4/1/2014,36.450001
5/1/2014,37.82
6/1/2014,38.349998
7/1/2014,39
8/1/2014,40.279999
9/1/2014,39.900002
10/1/2014,40.540001
11/1/2014,42.490002
12/1/2014,41.349998
1/1/2015,39.900002
2/1/2015,43.09
3/1/2015,41.439999
4/1/2015,42.580002
5/1/2015,43.369999
6/1/2015,41.400002
7/1/2015,42.580002
8/1/2015,40.23
9/1/2015,39.5
10/1/2015,43.650002
11/1/2015,43.959999
12/1/2015,42.830002
1/1/2016,41.240002
2/1/2016,40.970001
3/1/2016,44.360001
4/1/2016,42.130001
5/1/2016,44.189999
6/1/2016,43.369999
7/1/2016,46.450001
8/1/2016,46.990002
9/1/2016,47.779999
10/1/2016,47.419998
11/1/2016,47.5
12/1/2016,48.360001
1/1/2017,50.080002
2/1/2017,52.349998
3/1/2017,53.310001
4/1/2017,54.380001
5/1/2017,56.529999
6/1/2017,54.720001
7/1/2017,57.16
8/1/2017,58.830002
9/1/2017,59.099998
10/1/2017,62.950001
11/1/2017,63.84
12/1/2017,63.950001
1/1/2018,68.449997
2/1/2018,68.169998
3/1/2018,65.419998
4/1/2018,65.459999
5/1/2018,69.900002
6/1/2018,69.470001
7/1/2018,70.919998
8/1/2018,75.599998
9/1/2018,75.330002
10/1/2018,69.300003
11/1/2018,67.940002
12/1/2018,61.98
1/1/2019,66.279999
2/1/2019,70.860001
3/1/2019,74
4/1/2019,78.709999
5/1/2019,71.889999
6/1/2019,78.040001
7/1/2019,80.769997
8/1/2019,79.529999
9/1/2019,80.529999
10/1/2019,83.669998
11/1/2019,88.160004
12/1/2019,91.669998
1/1/2020,95.330002
2/1/2020,88.370003
3/1/2020,80.370003
4/1/2020,91.410004
5/1/2020,97.970001
6/1/2020,104.489998
7/1/2020,110.43
8/1/2020,123.550003
9/1/2020,116.699997
10/1/2020,110.860001
11/1/2020,123.480003
12/1/2020,130.020004
1/1/2021,128.929993
2/1/2021,130.690002
3/1/2021,132.809998
4/1/2021,139.699997
5/1/2021,138.399994
6/1/2021,147.660004
7/1/2021,153.399994
8/1/2021,158.860001
9/1/2021,149.320007
10/1/2021,161.529999
11/1/2021,168.720001
12/1/2021,173.869995
1/1/2022,161.970001
2/1/2022,154.070007
3/1/2022,158.929993
4/1/2022,141.419998
