Daily Date,SPY Daily Close,SPY Daily Open,SPY Daily High,SPY Daily Low,SPY Daily Adj Close*,QQQ Daily Close,QQQ Daily Open,QQQ Daily High,QQQ Daily Low,QQQ Daily Adj Close*
"May 18, 2016",204.91,208.65,206.30,203.63,183.18,105.86,107.73,106.43,105.04,101.15
"May 17, 2016",204.85,208.30,206.80,204.23,183.13,105.48,107.53,107.04,105.20,100.79
"May 16, 2016",206.78,208.82,207.34,204.89,184.85,106.82,Dividend,107.21,105.56,102.07
"May 13, 2016",204.76,207.17,206.86,204.38,183.05,105.50,107.19,106.45,105.29,100.80
"May 12, 2016",206.56,Dividend,207.49,205.37,184.66,105.89,108.29,106.74,105.14,101.18
"May 11, 2016",206.50,207.75,208.54,206.50,184.60,106.36,107.74,107.49,106.33,101.63
"May 10, 2016",208.45,208.04,208.47,206.64,186.35,107.33,108.32,107.38,106.07,102.55
"May 09, 2016",205.89,208.00,206.40,205.36,184.06,105.88,109.19,106.37,105.54,101.17
"May 06, 2016",205.72,209.36,205.77,203.88,183.91,105.58,109.92,105.60,104.40,100.88
"May 05, 2016",204.97,210.46,205.98,204.47,183.24,105.02,110.37,105.66,104.81,100.35
"May 04, 2016",205.01,211.51,205.85,204.42,183.27,105.05,110.52,105.48,104.79,100.37
"May 03, 2016",206.16,211.84,206.80,205.28,184.30,105.73,110.26,106.44,105.45,101.02
"May 02, 2016",207.97,211.53,208.18,206.41,185.92,106.72,110.37,106.87,105.55,101.97
"Apr 29, 2016",206.33,210.70,207.13,205.03,184.45,105.72,110.13,106.50,104.88,101.01
"Apr 28, 2016",207.45,210.25,209.76,206.96,185.45,106.28,110.00,108.33,106.07,101.55
"Apr 27, 2016",209.35,209.80,209.81,208.05,187.15,107.58,110.28,107.83,106.69,102.79
"Apr 26, 2016",208.92,209.12,209.52,208.36,186.77,108.45,109.63,109.39,108.12,103.62
"Apr 25, 2016",208.61,210.56,208.66,207.54,186.49,108.98,109.35,108.99,108.45,104.13
"Apr 22, 2016",208.97,209.53,209.29,207.91,186.81,108.98,108.87,109.72,108.12,104.13
"Apr 21, 2016",208.97,209.44,210.25,208.65,186.81,110.65,106.92,111.05,110.15,105.73
"Apr 20, 2016",210.10,208.67,210.92,209.39,187.82,110.64,106.59,111.15,110.17,105.72
"Apr 19, 2016",209.90,206.17,210.20,208.94,187.64,110.55,105.73,111.44,109.88,105.63
"Apr 18, 2016",209.24,205.51,209.28,207.00,187.05,111.23,105.45,111.27,110.25,106.28
"Apr 15, 2016",207.78,204.92,208.17,207.40,185.75,110.64,105.24,111.06,110.36,105.72
"Apr 14, 2016",208.01,204.06,208.60,207.60,185.95,110.92,106.73,111.33,110.00,105.98
"Apr 13, 2016",208.00,204.44,208.10,206.84,185.94,110.91,105.66,111.08,110.21,105.97
"Apr 12, 2016",205.92,206.46,206.25,203.70,184.09,109.51,105.80,109.72,108.02,104.64
"Apr 11, 2016",204.02,204.96,206.07,203.91,182.39,108.60,106.61,110.02,108.59,103.77
"Apr 08, 2016",204.50,206.21,205.85,203.87,182.82,109.00,107.17,110.02,108.62,104.15
"Apr 07, 2016",203.95,207.29,205.56,203.09,182.32,109.08,106.26,110.23,108.61,104.23
"Apr 06, 2016",206.42,207.91,206.49,203.98,184.53,110.67,105.59,110.71,108.99,105.74
"Apr 05, 2016",204.19,206.72,206.26,203.89,182.54,108.88,104.50,109.50,108.74,104.03
"Apr 04, 2016",206.25,205.57,207.07,205.89,184.38,109.94,105.43,110.44,109.68,105.05
"Apr 01, 2016",206.92,204.06,207.14,203.98,184.98,110.36,105.09,110.40,108.39,105.45
"Mar 31, 2016",205.52,205.56,206.41,205.33,183.73,109.20,105.96,109.69,109.03,104.34
"Mar 30, 2016",206.02,204.99,206.87,205.59,184.17,109.36,105.99,110.04,109.13,104.49
"Mar 29, 2016",205.12,206.52,205.25,202.40,183.37,108.83,106.28,108.90,106.73,103.99
"Mar 28, 2016",203.24,206.92,203.86,202.71,181.69,107.11,107.70,107.58,106.92,102.34
"Mar 24, 2016",203.12,206.72,203.16,201.74,181.58,107.26,107.34,107.29,106.53,102.49
"Mar 23, 2016",203.21,208.46,204.33,203.01,181.66,107.23,109.21,107.99,106.99,102.46
"Mar 22, 2016",204.56,208.47,205.23,203.57,182.87,108.12,108.65,108.37,107.16,103.31
"Mar 21, 2016",204.67,209.04,204.94,203.80,182.97,107.79,109.21,107.89,107.12,102.99
"Mar 18, 2016",204.38,208.26,204.78,203.80,182.71,107.37,110.58,107.64,106.80,102.59
"Mar 17, 2016",204.63,208.55,205.23,202.77,181.99,107.52,110.55,107.77,106.87,102.43
"Mar 16, 2016",203.34,210.12,203.82,201.55,180.85,107.58,111.44,107.86,106.34,102.49
"Mar 15, 2016",202.17,209.95,202.53,201.05,179.81,106.63,110.32,106.75,105.95,101.58
"Mar 14, 2016",202.50,209.74,203.04,201.77,180.10,106.67,110.83,106.92,106.06,101.62
"Mar 11, 2016",202.76,207.78,202.81,199.52,180.33,106.49,110.93,106.49,105.46,101.45
"Mar 10, 2016",199.54,208.01,201.07,197.38,177.47,104.66,110.35,105.86,103.31,99.71
"Mar 09, 2016",199.38,208.07,199.79,198.43,177.32,104.82,108.68,104.84,103.96,99.86
"Mar 08, 2016",198.40,207.00,199.92,198.21,176.45,104.15,109.47,105.21,103.97,99.22
"Mar 07, 2016",200.59,204.22,201.07,199.25,178.40,105.02,109.76,105.74,104.27,100.05
"Mar 04, 2016",200.43,205.25,201.35,199.03,178.26,105.67,110.03,106.35,104.97,100.67
"Mar 03, 2016",199.78,205.34,199.80,198.11,177.68,105.63,108.99,105.75,104.87,100.63
"Mar 02, 2016",199.00,205.14,199.06,197.25,176.99,105.83,109.09,105.85,105.01,100.82
"Mar 01, 2016",198.11,204.19,198.21,194.45,176.19,105.79,110.36,105.79,103.16,100.78
"Feb 29, 2016",193.56,204.67,196.23,193.33,172.15,102.50,108.54,104.10,102.50,97.65
"Feb 26, 2016",195.09,206.83,196.68,194.90,173.51,103.43,109.28,104.37,103.18,98.53
"Feb 25, 2016",195.54,204.35,195.55,192.83,173.91,103.56,109.48,103.56,101.84,98.66
"Feb 24, 2016",193.20,205.91,193.53,189.32,171.83,102.55,106.91,102.68,99.77,97.70
"Feb 23, 2016",192.32,206.30,194.32,192.18,171.05,101.58,107.56,102.96,101.51,96.77
"Feb 22, 2016",194.78,202.76,194.95,193.79,173.23,103.28,106.71,103.38,102.48,98.39
"Feb 19, 2016",192.00,203.61,192.18,190.45,170.76,101.63,107.91,101.94,100.62,96.82
"Feb 18, 2016",192.09,202.00,193.27,191.72,170.84,101.33,107.18,102.84,101.20,96.53
"Feb 17, 2016",192.88,204.11,193.32,191.01,171.54,102.50,107.18,102.64,100.70,97.65
"Feb 16, 2016",189.78,203.76,189.81,187.63,168.79,100.23,107.46,100.23,98.85,95.49
"Feb 12, 2016",186.63,204.07,186.65,183.96,165.98,98.02,Dividend,98.12,96.73,93.38
"Feb 11, 2016",182.86,204.17,184.10,181.09,162.63,96.55,107.27,97.32,95.19,91.98
"Feb 10, 2016",185.27,Dividend,188.34,185.12,164.78,96.69,106.37,98.69,96.62,92.11
"Feb 09, 2016",185.43,203.24,186.94,183.20,164.92,96.32,106.29,97.78,95.18,91.76
"Feb 08, 2016",185.42,201.60,186.12,182.80,164.91,96.62,106.09,97.05,94.84,92.05
"Feb 05, 2016",187.95,201.36,191.67,187.20,167.16,98.12,105.79,101.33,97.72,93.48
"Feb 04, 2016",191.60,202.16,192.75,189.96,170.40,101.65,105.26,102.46,100.44,96.84
"Feb 03, 2016",191.30,201.26,191.78,187.10,170.14,101.66,104.54,102.83,99.88,96.85
"Feb 02, 2016",190.16,199.96,191.97,189.54,169.12,102.15,104.30,103.97,101.84,97.31
"Feb 01, 2016",193.65,199.36,194.58,191.84,172.23,104.41,105.13,104.80,103.23,99.47
"Jan 29, 2016",193.72,199.32,193.88,189.88,172.29,104.13,105.75,104.17,101.94,99.20
"Jan 28, 2016",189.11,199.34,190.20,187.16,168.19,102.00,105.72,102.29,100.26,97.17
"Jan 27, 2016",188.13,200.01,191.56,187.06,167.32,100.58,105.66,102.99,100.15,95.82
"Jan 26, 2016",190.20,198.79,190.53,188.02,169.16,103.15,103.48,103.59,101.76,98.27
"Jan 25, 2016",187.64,197.74,190.15,187.41,166.88,102.23,103.33,103.99,102.14,97.39
"Jan 22, 2016",190.52,195.01,190.76,188.88,169.44,103.77,104.35,103.81,102.53,98.86
"Jan 21, 2016",186.69,195.11,188.87,184.64,166.04,100.85,102.76,102.35,99.82,96.08
"Jan 20, 2016",185.65,196.57,187.50,181.02,165.11,100.75,100.39,101.83,97.25,95.98
"Jan 19, 2016",188.06,193.73,190.11,186.20,167.26,101.06,102.68,102.37,99.88,96.28
"Jan 15, 2016",187.81,190.63,188.76,185.52,167.03,100.84,102.58,101.94,99.51,96.07
"Jan 14, 2016",191.93,194.00,193.26,187.66,170.70,104.07,100.84,104.98,100.67,99.14
"Jan 13, 2016",188.83,193.87,194.86,188.38,167.94,101.90,102.82,106.23,101.74,97.08
"Jan 12, 2016",193.66,191.17,194.55,191.14,172.24,105.54,100.96,106.08,104.08,100.54
"Jan 11, 2016",192.11,193.20,193.41,189.82,170.86,104.33,99.47,105.06,102.73,99.39
"Jan 08, 2016",191.92,191.16,195.85,191.58,170.69,104.01,97.64,106.29,103.90,99.09
"Jan 07, 2016",194.05,188.77,197.44,193.59,172.58,104.87,95.46,107.29,104.81,99.91
"Jan 06, 2016",198.82,184.96,200.06,197.60,176.83,108.26,97.43,108.89,107.41,103.14
"Jan 05, 2016",201.36,182.34,201.90,200.05,179.09,109.31,95.33,110.18,108.80,104.14
"Jan 04, 2016",201.02,186.41,201.03,198.59,178.78,109.50,96.29,109.60,108.12,104.32
"Dec 31, 2015",203.87,183.36,205.89,203.87,181.32,111.86,101.29,113.08,111.84,106.57
"Dec 30, 2015",205.93,185.77,207.21,205.76,183.15,113.27,101.39,114.24,113.25,107.91
"Dec 29, 2015",207.40,190.99,207.79,206.47,184.46,114.30,102.83,114.55,113.13,108.89
"Dec 28, 2015",205.21,190.71,205.26,203.94,182.51,112.53,103.93,112.55,111.51,107.20
"Dec 24, 2015",205.68,191.41,206.33,205.42,182.93,112.59,103.63,112.90,112.54,107.26
"Dec 23, 2015",206.02,191.96,206.07,204.58,183.23,112.61,101.97,112.69,112.16,107.28
"Dec 22, 2015",203.50,192.53,203.85,201.55,180.99,111.78,102.25,111.94,111.05,106.49
"Dec 21, 2015",201.67,190.02,201.88,200.09,179.36,111.05,102.55,111.07,110.05,105.79
"Dec 18, 2015",200.02,189.96,202.93,199.83,177.89,109.83,102.66,111.88,109.83,104.63
"Dec 17, 2015",204.86,189.58,208.48,204.84,181.12,112.32,103.40,114.48,112.30,106.68
"Dec 16, 2015",208.03,188.42,208.39,204.80,183.92,113.98,102.88,114.17,111.89,108.25
"Dec 15, 2015",205.03,189.92,206.11,202.87,181.27,112.31,101.18,113.28,112.17,106.67
"Dec 14, 2015",202.90,189.78,203.05,199.95,179.39,111.63,99.47,111.68,109.38,106.02
"Dec 11, 2015",201.88,186.21,204.14,201.51,178.49,110.79,102.21,112.39,110.72,105.22
"Dec 10, 2015",205.87,185.03,207.43,205.14,182.01,113.40,100.62,114.16,112.81,107.70
"Dec 09, 2015",205.34,189.96,208.68,204.18,181.54,112.89,102.30,114.76,112.20,107.22
"Dec 08, 2015",206.95,186.77,208.29,205.78,182.97,114.63,105.97,115.00,113.38,108.87
"Dec 07, 2015",208.35,189.55,209.73,207.20,184.21,114.62,105.33,115.29,114.07,108.86
"Dec 04, 2015",209.62,194.45,209.97,205.61,185.33,115.14,104.75,115.33,112.62,109.36
"Dec 03, 2015",205.61,193.82,209.15,204.75,181.78,112.51,105.63,114.96,111.84,106.86
"Dec 02, 2015",208.53,193.01,211.00,208.23,184.36,114.45,105.95,115.75,114.28,108.70
"Dec 01, 2015",210.68,195.19,210.82,209.11,186.27,115.16,107.41,115.16,114.34,109.37
"Nov 30, 2015",208.69,195.33,209.89,208.56,184.51,114.02,110.04,114.65,113.65,108.29
"Nov 27, 2015",209.56,198.34,209.80,208.86,185.28,114.31,109.45,114.54,113.92,108.57
"Nov 25, 2015",209.32,201.40,209.74,209.01,185.06,114.15,112.87,114.36,113.91,108.42
"Nov 24, 2015",209.35,200.49,209.83,207.41,185.09,114.05,114.20,114.32,112.84,108.32
"Nov 23, 2015",209.07,205.13,209.98,208.52,184.84,114.15,113.20,114.94,113.66,108.42
"Nov 20, 2015",209.31,207.11,210.12,208.86,185.05,114.48,112.32,114.57,114.14,108.73
"Nov 19, 2015",208.55,206.51,209.05,208.20,184.38,113.71,112.61,114.23,113.49,108.00
"Nov 18, 2015",208.73,204.86,208.90,205.99,184.54,113.63,112.36,113.74,111.83,107.92
"Nov 17, 2015",205.47,205.72,207.04,204.88,181.66,111.49,111.64,112.29,111.21,105.89
"Nov 16, 2015",205.62,204.69,205.69,202.18,181.79,111.42,110.87,111.44,109.48,105.82
"Nov 13, 2015",202.54,202.72,204.67,202.44,179.07,109.84,111.63,111.69,109.78,104.32
"Nov 12, 2015",204.84,201.41,207.06,204.82,181.10,112.04,Dividend,113.23,111.96,106.41
"Nov 11, 2015",207.74,202.77,208.94,207.66,183.67,113.14,114.48,114.14,112.95,107.46
"Nov 10, 2015",208.56,Dividend,208.60,207.19,184.39,113.28,113.07,113.39,112.63,107.59
"Nov 09, 2015",208.08,208.40,209.49,206.95,183.97,113.57,112.66,114.51,112.87,107.86
"Nov 06, 2015",210.04,206.37,210.32,208.46,185.70,114.79,110.94,114.92,113.76,109.02
"Nov 05, 2015",210.15,204.70,210.98,209.09,185.80,114.71,112.09,115.40,114.11,108.95
"Nov 04, 2015",210.36,202.07,211.50,209.72,185.98,115.02,113.15,115.47,114.54,109.24
"Nov 03, 2015",211.00,203.35,211.66,209.70,186.55,115.01,114.13,115.42,114.21,109.23
"Nov 02, 2015",210.39,205.42,210.62,208.17,186.01,114.61,113.42,114.75,113.39,108.85
"Oct 30, 2015",207.93,206.19,209.44,207.74,183.83,113.33,115.22,114.08,113.30,107.64
"Oct 29, 2015",208.83,206.49,209.27,208.21,184.63,113.84,112.85,114.03,113.38,108.12
"Oct 28, 2015",208.95,209.23,208.98,206.21,184.74,114.02,114.76,114.02,112.34,108.29
"Oct 27, 2015",206.60,205.61,207.00,205.79,182.66,113.08,115.25,113.24,112.52,107.40
"Oct 26, 2015",207.00,208.83,207.37,206.56,183.01,112.85,114.48,113.07,112.27,107.18
"Oct 23, 2015",207.51,210.62,207.95,206.30,183.46,112.78,114.65,113.24,112.07,107.11
"Oct 22, 2015",205.26,209.44,205.51,201.85,181.47,109.71,114.40,109.80,108.17,104.20
"Oct 21, 2015",201.85,209.75,203.79,201.65,178.46,107.52,114.22,108.84,107.48,102.12
"Oct 20, 2015",203.11,209.43,203.84,202.55,179.57,108.18,113.41,108.78,107.81,102.75
"Oct 19, 2015",203.37,209.50,203.37,202.13,179.80,108.74,114.52,108.81,107.74,103.28
"Oct 16, 2015",203.27,207.87,203.29,201.92,179.71,108.12,114.25,108.18,107.38,102.69
"Oct 15, 2015",202.35,209.38,202.36,199.64,178.90,107.67,113.69,107.68,106.18,102.26
"Oct 14, 2015",199.29,209.45,200.87,198.94,176.20,105.93,111.94,106.63,105.49,100.61
"Oct 13, 2015",200.25,208.59,202.16,200.05,177.04,106.10,111.61,107.26,106.00,100.77
"Oct 12, 2015",201.52,206.04,201.76,200.91,178.17,106.79,109.73,106.99,106.35,101.43
"Oct 09, 2015",201.33,205.99,201.90,200.58,178.00,106.53,111.57,106.73,105.81,101.18
"Oct 08, 2015",201.21,202.32,201.55,198.59,177.89,106.05,112.68,106.23,104.21,100.72
"Oct 07, 2015",199.41,204.35,199.83,197.48,176.30,105.63,113.59,105.86,104.29,100.32
"Oct 06, 2015",197.79,206.50,198.98,197.00,174.87,105.00,112.97,105.60,104.18,99.73
"Oct 05, 2015",198.47,208.88,198.74,196.33,175.47,105.50,114.36,105.78,104.55,100.20
"Oct 02, 2015",195.00,207.51,195.03,189.12,172.40,104.01,114.49,104.01,100.48,98.79
"Oct 01, 2015",192.13,209.31,192.49,189.82,169.87,102.22,115.12,102.23,100.59,97.09
"Sep 30, 2015",191.63,209.74,191.83,189.44,169.42,101.76,115.39,101.87,100.50,96.65
"Sep 29, 2015",188.12,210.43,189.74,186.93,166.32,99.47,114.38,101.26,98.75,94.47
"Sep 28, 2015",188.01,211.35,191.91,187.64,166.22,99.99,113.63,102.55,99.69,94.97
"Sep 25, 2015",192.85,209.97,195.00,191.81,170.50,102.92,113.89,105.01,102.28,97.75
"Sep 24, 2015",192.90,208.32,193.45,190.56,170.55,103.80,113.50,104.19,102.27,98.59
"Sep 23, 2015",193.60,209.06,194.67,192.91,171.16,104.18,113.25,104.66,103.64,98.95
"Sep 22, 2015",193.91,208.35,194.46,192.56,171.44,104.10,112.55,104.42,103.13,98.87
"Sep 21, 2015",196.46,207.00,197.68,195.21,173.69,105.68,112.70,106.55,104.73,100.37
"Sep 18, 2015",195.45,206.20,198.68,194.96,172.80,105.35,112.66,106.60,105.17,100.06
"Sep 17, 2015",199.73,207.30,202.89,199.28,175.67,107.13,108.48,108.73,106.64,101.50
"Sep 16, 2015",200.18,207.25,200.41,198.41,176.07,107.09,108.73,107.19,106.14,101.46
"Sep 15, 2015",198.46,202.98,198.99,195.96,174.55,106.49,108.55,106.82,105.11,100.90
"Sep 14, 2015",196.01,203.61,197.01,195.43,172.40,105.25,107.98,105.98,104.85,99.72
"Sep 11, 2015",196.74,202.85,196.82,194.53,173.04,105.57,107.90,105.57,104.21,100.02
"Sep 10, 2015",195.85,202.50,197.22,194.25,172.26,104.99,106.32,105.68,103.62,99.47
"Sep 09, 2015",194.79,202.83,199.47,194.35,171.33,103.86,106.10,106.31,103.59,98.40
"Sep 08, 2015",197.43,200.08,197.61,195.17,173.65,105.04,106.18,105.17,103.69,99.52
"Sep 04, 2015",192.59,200.18,193.86,191.61,169.39,102.16,106.73,102.85,101.59,96.79
"Sep 03, 2015",195.55,200.65,198.05,194.96,171.99,103.39,106.10,105.02,103.10,97.96
"Sep 02, 2015",195.41,201.42,195.46,192.42,171.87,103.90,105.23,103.92,101.70,98.44
"Sep 01, 2015",191.77,201.38,194.77,190.73,168.67,101.05,105.66,103.29,100.63,95.74
"Aug 31, 2015",197.67,198.95,199.13,197.01,173.86,104.31,105.25,105.61,104.05,98.83
"Aug 28, 2015",199.28,198.90,199.84,197.92,175.28,105.62,104.78,106.00,104.85,100.07
"Aug 27, 2015",199.27,198.31,199.42,195.21,175.27,105.64,100.80,105.71,103.28,100.09
"Aug 26, 2015",194.46,196.46,194.79,188.37,171.04,103.03,101.94,103.23,98.93,97.62
"Aug 25, 2015",187.27,189.77,195.45,186.92,164.71,98.09,100.89,102.74,98.01,92.94
"Aug 24, 2015",189.50,192.08,197.48,182.40,166.67,98.46,100.24,102.53,84.74,93.29
"Aug 21, 2015",197.83,190.37,203.94,197.52,174.00,102.40,102.48,106.47,102.40,97.02
"Aug 20, 2015",203.97,188.27,208.29,203.90,179.40,107.08,104.91,109.46,107.07,101.45
"Aug 19, 2015",208.32,191.78,210.01,207.35,183.23,110.13,103.17,111.11,109.49,104.34
"Aug 18, 2015",209.98,194.64,210.68,209.70,184.69,110.86,104.38,111.37,110.71,105.04
"Aug 17, 2015",210.59,192.15,210.59,208.16,185.22,111.43,104.06,111.46,109.96,105.58
"Aug 14, 2015",209.42,194.11,209.51,208.26,184.19,110.51,105.93,110.67,109.86,104.70
"Aug 13, 2015",208.66,193.88,209.55,208.01,183.53,110.34,105.23,111.16,110.10,104.54
"Aug 12, 2015",208.92,196.44,209.14,205.36,183.75,110.52,Dividend,110.74,108.22,104.71
"Aug 11, 2015",208.67,195.71,209.47,207.76,183.53,110.14,106.98,111.41,109.53,104.35
"Aug 10, 2015",210.57,Dividend,210.67,209.28,185.21,111.57,106.51,111.81,111.00,105.71
"Aug 07, 2015",207.95,200.02,208.34,206.87,182.90,110.31,105.50,110.57,109.40,104.51
"Aug 06, 2015",208.35,198.82,210.42,207.65,183.25,110.45,105.96,112.50,109.95,104.65
"Aug 05, 2015",210.07,196.61,211.31,209.73,184.77,112.25,104.51,113.00,111.88,106.35
"Aug 04, 2015",209.38,196.95,210.25,208.80,184.16,111.39,103.74,111.75,110.93,105.54
"Aug 03, 2015",209.79,195.38,210.53,208.65,184.52,111.60,106.28,112.28,110.86,105.74
"Jul 31, 2015",210.50,194.56,211.45,210.16,185.14,111.95,104.12,112.49,111.72,106.07
"Jul 30, 2015",210.82,199.32,211.02,209.42,185.43,112.08,101.97,112.27,110.62,106.19
"Jul 29, 2015",210.77,195.94,211.04,209.31,185.38,111.55,104.31,111.79,110.94,105.69
"Jul 28, 2015",209.33,192.85,209.50,206.80,184.11,111.13,102.88,111.35,109.79,105.29
"Jul 27, 2015",206.79,196.26,207.55,206.26,181.88,110.18,101.71,110.95,109.94,104.39
"Jul 24, 2015",208.00,194.62,210.37,207.60,182.94,111.10,105.03,113.00,110.93,105.26
"Jul 23, 2015",210.18,193.12,211.65,209.75,184.86,112.20,105.08,113.10,111.91,106.31
"Jul 22, 2015",211.37,198.11,211.77,210.89,185.91,112.62,104.52,113.17,112.17,106.70
"Jul 21, 2015",211.75,198.50,212.74,211.39,186.24,113.91,100.96,114.20,113.58,107.93
"Jul 20, 2015",212.59,197.02,213.18,212.21,186.98,113.98,102.07,114.39,113.48,107.99
"Jul 17, 2015",212.48,192.08,212.55,211.80,186.89,113.59,94.23,113.59,112.65,107.62
"Jul 16, 2015",212.30,195.43,212.30,211.58,186.73,111.94,105.57,111.96,111.07,106.06
"Jul 15, 2015",210.61,187.49,211.28,210.04,185.24,110.38,109.11,110.81,110.07,104.58
"Jul 14, 2015",210.68,201.73,211.05,209.65,185.30,110.26,110.52,110.56,109.63,104.47
"Jul 13, 2015",209.77,206.51,209.90,208.94,184.50,109.54,111.28,109.63,108.57,103.78
"Jul 10, 2015",207.48,209.09,207.98,204.95,182.49,107.65,110.24,108.05,107.05,101.99
"Jul 09, 2015",204.90,210.26,207.35,204.77,180.22,106.03,110.08,107.60,106.02,100.46
"Jul 08, 2015",204.53,208.71,206.76,204.25,179.89,106.09,110.63,107.33,105.89,100.52
"Jul 07, 2015",208.02,208.43,208.17,204.11,182.96,107.97,109.38,108.07,105.83,102.30
"Jul 06, 2015",206.72,208.73,207.65,205.53,181.82,107.70,110.98,108.32,107.04,102.04
"Jul 02, 2015",207.31,207.11,208.27,206.81,182.34,107.95,111.01,108.32,107.62,102.28
"Jul 01, 2015",207.50,208.97,208.03,206.56,182.51,107.92,110.18,108.35,107.42,102.25
"Jun 30, 2015",205.85,209.28,207.32,205.28,181.05,107.07,112.35,107.72,106.74,101.44
"Jun 29, 2015",205.42,208.16,209.83,205.33,180.68,106.69,112.01,108.66,106.64,101.08
"Jun 26, 2015",209.82,210.29,210.58,209.16,184.55,109.27,111.55,110.23,108.86,103.53
"Jun 25, 2015",209.86,210.45,211.25,209.77,184.58,110.00,111.97,110.76,109.82,104.22
"Jun 24, 2015",210.50,209.70,212.17,210.47,185.14,110.22,112.43,111.13,110.19,104.43
"Jun 23, 2015",212.04,210.46,212.44,211.57,186.50,110.79,111.29,110.89,110.33,104.97
"Jun 22, 2015",211.89,211.42,212.59,211.64,186.37,110.70,111.37,111.03,110.45,104.88
"Jun 19, 2015",210.81,210.16,211.55,210.36,185.42,109.89,110.67,110.58,109.81,104.12
"Jun 18, 2015",212.78,209.48,213.34,210.63,186.24,110.69,110.47,110.88,109.44,104.63
"Jun 17, 2015",210.59,207.79,211.32,209.36,184.33,109.10,112.80,109.45,108.43,103.13
"Jun 16, 2015",210.25,206.94,210.35,208.72,184.03,108.80,112.73,108.98,108.05,102.85
"Jun 15, 2015",209.11,210.30,209.45,207.79,183.03,108.21,112.17,108.38,107.31,102.29
"Jun 12, 2015",210.01,211.53,211.48,209.68,183.82,108.75,114.02,109.30,108.60,102.80
"Jun 11, 2015",211.63,210.93,212.09,211.20,185.24,109.65,113.83,110.15,109.46,103.65
"Jun 10, 2015",210.95,212.43,211.41,209.30,184.64,109.49,112.84,109.81,108.26,103.50
"Jun 09, 2015",208.45,212.75,209.10,207.69,182.45,108.01,111.29,108.40,107.20,102.10
"Jun 08, 2015",208.48,212.29,209.82,208.39,182.48,108.19,110.47,109.33,107.97,102.27
"Jun 05, 2015",209.77,211.87,210.58,208.98,183.61,109.30,109.69,109.69,108.63,103.32
"Jun 04, 2015",210.13,210.73,211.86,209.75,183.92,109.56,108.58,110.48,109.21,103.57
"Jun 03, 2015",211.92,209.72,212.67,211.33,185.49,110.40,107.44,110.81,110.13,104.36
"Jun 02, 2015",211.36,208.99,212.19,210.27,185.00,110.07,107.50,110.61,109.47,104.05
"Jun 01, 2015",211.57,207.29,212.34,210.62,185.18,110.42,107.20,110.72,109.52,104.38
"May 29, 2015",211.14,207.04,212.43,210.82,184.81,110.05,107.82,110.79,109.79,104.03
"May 28, 2015",212.46,206.42,212.59,211.63,185.96,110.71,107.27,111.01,110.37,104.65
"May 27, 2015",212.70,206.96,212.98,210.76,186.17,110.96,108.23,111.08,109.29,104.89
"May 26, 2015",210.70,205.77,212.91,210.20,184.42,109.20,108.13,110.38,108.76,103.23
"May 22, 2015",212.99,208.07,213.54,212.91,186.43,110.47,107.49,110.87,110.38,104.43
"May 21, 2015",213.50,207.73,213.75,212.51,186.87,110.58,108.06,110.73,109.66,104.53
"May 20, 2015",212.88,207.26,213.78,212.50,186.33,110.01,109.98,110.67,109.43,103.99
"May 19, 2015",213.03,208.05,213.57,212.69,186.46,109.94,110.65,110.35,109.76,103.92
"May 18, 2015",213.10,210.29,213.40,212.16,186.52,110.06,110.66,110.28,109.32,104.04
"May 15, 2015",212.44,211.10,212.61,211.86,185.95,109.58,110.82,110.01,109.31,103.58
"May 14, 2015",212.21,211.72,212.32,210.91,185.74,109.58,110.70,109.67,108.48,103.58
"May 13, 2015",210.02,212.14,211.22,209.74,183.83,108.00,110.49,108.81,107.84,102.09
"May 12, 2015",209.98,211.91,210.63,208.62,183.79,107.78,Dividend,108.33,106.80,101.88
"May 11, 2015",210.61,211.46,211.89,210.52,184.34,108.27,109.50,108.98,108.19,102.35
"May 08, 2015",211.62,Dividend,211.86,210.78,185.23,108.69,108.98,108.92,108.30,102.74
"May 07, 2015",208.87,211.31,209.38,207.52,182.82,107.35,108.10,107.65,106.60,101.48
"May 06, 2015",208.04,210.59,209.93,206.76,182.09,106.71,107.94,107.95,106.00,100.87
"May 05, 2015",208.90,208.93,211.46,208.73,182.85,107.45,109.07,109.00,107.40,101.57
"May 04, 2015",211.32,208.64,212.02,211.10,184.97,109.23,109.86,109.91,109.17,103.25
"May 01, 2015",210.72,210.64,210.77,209.28,184.44,109.05,108.38,109.12,108.03,103.08
"Apr 30, 2015",208.46,211.48,210.35,207.62,182.46,107.63,107.93,109.17,107.06,101.74
"Apr 29, 2015",210.57,209.37,211.29,209.60,184.31,109.35,109.25,110.07,108.75,103.37
"Apr 28, 2015",211.44,208.45,211.50,209.33,185.07,110.04,109.43,110.55,109.11,104.02
"Apr 27, 2015",210.77,209.64,212.48,210.54,184.48,110.26,109.78,111.16,110.02,104.23
"Apr 24, 2015",211.65,209.95,211.97,211.11,185.25,110.54,110.57,110.69,110.03,104.49
"Apr 23, 2015",211.16,211.07,211.94,210.01,184.83,109.06,110.01,109.55,108.26,103.09
"Apr 22, 2015",210.63,212.00,210.85,208.90,184.36,108.65,110.64,108.83,107.64,102.71
"Apr 21, 2015",209.60,211.02,210.86,209.24,183.46,108.06,110.64,108.41,107.93,102.15
