Date,Close
7/1/2006,24.57
8/1/2006,25.52
9/1/2006,25.379999
10/1/2006,25.83
11/1/2006,25.610001
12/1/2006,26.120001
1/1/2007,26.65
2/1/2007,26.24
3/1/2007,26.65
4/1/2007,27.4
5/1/2007,27.77
6/1/2007,27.049999
7/1/2007,26.280001
8/1/2007,26.9
9/1/2007,27.98
10/1/2007,28.41
11/1/2007,29.190001
12/1/2007,28.799999
1/1/2008,27.200001
2/1/2008,27.129999
3/1/2008,27.860001
4/1/2008,27.65
5/1/2008,28.49
6/1/2008,26.75
7/1/2008,27.4
8/1/2008,28.139999
9/1/2008,27.6
10/1/2008,24.120001
11/1/2008,24.07
12/1/2008,23.870001
1/1/2009,22.15
2/1/2009,20.360001
3/1/2009,21.1
4/1/2009,22
5/1/2009,23.120001
6/1/2009,22.99
7/1/2009,24.52
8/1/2009,24.82
9/1/2009,25.459999
10/1/2009,25.83
11/1/2009,26.780001
12/1/2009,26.469999
1/1/2010,26.200001
2/1/2010,27.030001
3/1/2010,27.93
4/1/2010,27.629999
5/1/2010,26.35
6/1/2010,25.5
7/1/2010,26.98
8/1/2010,26.48
9/1/2010,27.879999
10/1/2010,28.77
11/1/2010,28.32
12/1/2010,29.309999
1/1/2011,28.879999
2/1/2011,29.719999
3/1/2011,29.92
4/1/2011,31.52
5/1/2011,32.310001
6/1/2011,31.23
7/1/2011,30.83
8/1/2011,30.889999
9/1/2011,29.66
10/1/2011,31.040001
11/1/2011,31.9
12/1/2011,32.490002
1/1/2012,32.029999
2/1/2012,33.23
3/1/2012,34.080002
4/1/2012,34.18
5/1/2012,33.779999
6/1/2012,34.77
7/1/2012,35.630001
8/1/2012,35.459999
9/1/2012,35.830002
10/1/2012,35.389999
11/1/2012,36.040001
12/1/2012,34.900002
1/1/2013,36.869999
2/1/2013,38.09
3/1/2013,39.77
4/1/2013,40.939999
5/1/2013,40.049999
6/1/2013,39.669998
7/1/2013,41.389999
8/1/2013,39.509998
9/1/2013,39.799999
10/1/2013,42.349998
11/1/2013,43.009998
12/1/2013,42.98
1/1/2014,40.759998
2/1/2014,42.349998
3/1/2014,43.060001
4/1/2014,44.240002
5/1/2014,45.040001
6/1/2014,44.619999
7/1/2014,43.139999
8/1/2014,45.130001
9/1/2014,45.110001
10/1/2014,46.709999
11/1/2014,49.299999
12/1/2014,48.490002
1/1/2015,48.02
2/1/2015,50.009998
3/1/2015,48.740002
4/1/2015,48.369999
5/1/2015,48.790001
6/1/2015,47.599998
7/1/2015,50.310001
8/1/2015,47.310001
9/1/2015,47.189999
10/1/2015,49.880001
11/1/2015,49.419998
12/1/2015,50.490002
1/1/2016,50.759998
2/1/2016,50.919998
3/1/2016,53.060001
4/1/2016,52.299999
5/1/2016,52.66
6/1/2016,55.150002
7/1/2016,54.700001
8/1/2016,54.380001
9/1/2016,53.209999
10/1/2016,52.799999
11/1/2016,50.580002
12/1/2016,51.709999
1/1/2017,52.59
2/1/2017,55.099998
3/1/2017,54.580002
4/1/2017,55.18
5/1/2017,56.639999
6/1/2017,54.939999
7/1/2017,55.32
8/1/2017,54.709999
9/1/2017,53.98
10/1/2017,53.09
11/1/2017,56.049999
12/1/2017,56.889999
1/1/2018,57.82
2/1/2018,53.41
3/1/2018,52.630001
4/1/2018,50.450001
5/1/2018,49.66
6/1/2018,51.529999
7/1/2018,53.57
8/1/2018,53.779999
9/1/2018,53.93
10/1/2018,55.009998
11/1/2018,56.259998
12/1/2018,50.779999
1/1/2019,53.389999
2/1/2019,54.34
3/1/2019,56.110001
4/1/2019,57.709999
5/1/2019,55.610001
6/1/2019,58.07
7/1/2019,59.43
8/1/2019,60.720001
9/1/2019,61.419998
10/1/2019,61.16
11/1/2019,62
12/1/2019,62.98
1/1/2020,63.18
2/1/2020,57.990002
3/1/2020,54.470001
4/1/2020,58.259998
5/1/2020,59.23
6/1/2020,58.639999
7/1/2020,62.700001
8/1/2020,65.580002
9/1/2020,64.099998
10/1/2020,62.259998
11/1/2020,66.910004
12/1/2020,67.449997
1/1/2021,64.089996
2/1/2021,63.299999
3/1/2021,68.309998
4/1/2021,69.580002
5/1/2021,70.809998
6/1/2021,69.970001
7/1/2021,71.510002
8/1/2021,72.260002
9/1/2021,68.839996
10/1/2021,71.25
11/1/2021,70.290001
12/1/2021,77.110001
1/1/2022,75.970001
2/1/2022,74.900002
3/1/2022,75.889999
4/1/2022,77.639999
